City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,upper dir,35.2058,71.8756,50.36,48,9,9.69,PK,2024-04-05
346,gering,41.8258,-103.6605,62.67,42,0,12.66,US,2024-04-05
347,cururupu,-1.8283,-44.8683,85.48,69,95,5.93,BR,2024-04-05
348,puerto quijarro,-17.7833,-57.7667,98.29,35,100,2.13,BO,2024-04-05
349,gramoteino,54.5368,86.3839,41.14,88,65,2.89,RU,2024-04-05
350,antofagasta,-23.65,-70.4,67.71,80,99,9.19,CL,2024-04-05
351,westport,41.1415,-73.3579,50.32,47,75,19.57,US,2024-04-05
352,phillip island,-38.4835,145.231,62.67,79,93,18.43,AU,2024-04-05
353,souillac,-20.5167,57.5167,77.34,94,75,3.44,MU,2024-04-05
354,mil'kovo,55.6078,37.7956,34.34,60,8,6.6,RU,2024-04-05
355,kununurra,-15.7667,128.7333,76.98,50,63,6.91,AU,2024-04-05
356,antonio enes,-16.2325,39.9086,82.31,81,31,7.49,MZ,2024-04-05
357,babu,24.4167,111.5167,65.71,99,100,4.56,CN,2024-04-05
358,yangquan,37.8575,113.5633,56.98,56,100,4.38,CN,2024-04-05
359,malaga,36.7202,-4.4203,69.75,46,0,3.44,ES,2024-04-05
360,maralal,1.0968,36.698,62.15,91,86,5.48,KE,2024-04-05
361,leer,53.2316,7.461,57.18,78,21,3.0,DE,2024-04-05
362,buka,40.8108,69.1986,60.3,61,100,9.06,UZ,2024-04-05
363,montevideo,-34.8335,-56.1674,77.02,47,20,5.75,UY,2024-04-05
364,vacha,55.8008,42.7706,29.89,68,39,5.3,RU,2024-04-05
365,chui,-33.6971,-53.4616,71.76,53,0,9.48,UY,2024-04-05
366,astoria,46.1879,-123.8313,53.49,73,0,12.66,US,2024-04-05
367,beaver dam,43.4578,-88.8373,47.82,53,100,5.75,US,2024-04-05
368,tura,25.5198,90.2201,74.48,87,20,7.34,IN,2024-04-05
369,kerema,-7.9631,145.7785,78.33,88,100,7.83,PG,2024-04-05
370,saldanha,-33.0117,17.9442,59.94,70,0,23.94,ZA,2024-04-05
371,oyama,36.3,139.8,55.58,75,100,3.31,JP,2024-04-05
372,menongue,-14.6585,17.691,66.38,95,100,4.16,AO,2024-04-05
373,ponta delgada,37.7333,-25.6667,57.92,77,20,26.46,PT,2024-04-05
374,sofiyivka,48.0493,33.8746,48.45,47,15,5.61,UA,2024-04-05
375,nobeoka,32.5833,131.6667,57.4,90,100,2.48,JP,2024-04-05
376,vadso,70.0744,29.7487,24.96,50,0,17.27,NO,2024-04-05
377,heihe,50.2441,127.4902,42.46,75,100,12.15,CN,2024-04-05
378,iskateley,67.6803,53.1512,14.02,89,100,14.0,RU,2024-04-05
379,bubaque,11.2833,-15.8333,75.97,84,66,9.71,GW,2024-04-05
380,brady,31.1352,-99.3351,85.35,12,0,18.41,US,2024-04-05
381,diamond springs,38.6946,-120.8149,41.95,94,100,1.99,US,2024-04-05
382,richards bay,-28.783,32.0377,71.87,83,100,14.72,ZA,2024-04-05
383,mhlume,-26.0333,31.85,70.23,94,100,8.84,SZ,2024-04-05
384,taro,-8.3862,115.28,75.2,100,82,0.49,ID,2024-04-05
385,saint-francois,46.4154,3.9054,65.64,49,0,16.11,FR,2024-04-05
386,huai khot,15.2909,99.6166,84.04,58,6,5.28,TH,2024-04-05
387,chandler,33.3062,-111.8412,66.78,38,0,17.27,US,2024-04-05
388,gamboma,-1.8764,15.8644,71.29,98,100,1.72,CG,2024-04-05
389,albert lea,43.648,-93.3683,53.94,40,0,6.91,US,2024-04-05
390,lata,40.1629,-8.3327,67.8,57,100,15.05,PT,2024-04-05
391,gulu,2.7746,32.299,68.7,88,99,1.77,UG,2024-04-05
392,noshiro,40.2039,140.0242,38.17,65,6,5.39,JP,2024-04-05
393,omdurman,15.6445,32.4777,93.27,12,5,14.7,SD,2024-04-05
394,east stroudsburg,40.9995,-75.1813,47.35,59,100,10.02,US,2024-04-05
395,chemolgan,43.1897,76.5292,51.46,57,68,5.41,KZ,2024-04-05
396,sabang,5.8933,95.3214,84.49,70,100,3.74,ID,2024-04-05
397,gizo,-8.103,156.8419,82.51,80,100,2.19,SB,2024-04-05
398,machico,32.7,-16.7667,71.01,91,75,19.57,PT,2024-04-05
399,tomatlan,19.9333,-105.25,87.48,25,100,9.46,MX,2024-04-05
400,port dickson,2.5228,101.7959,84.42,78,24,8.95,MY,2024-04-05
401,jessen,51.7833,12.95,66.27,59,75,10.36,DE,2024-04-05
402,nova sintra,14.8667,-24.7167,73.42,78,0,23.73,CV,2024-04-05
403,boxberg,49.4814,9.6403,64.26,68,99,7.58,DE,2024-04-05
404,tarawa,1.419,172.984,82.49,89,40,9.22,KI,2024-04-05
405,tadotsu,34.275,133.75,55.62,70,95,3.47,JP,2024-04-05
406,puerto leguizamo,-0.1934,-74.7819,85.26,69,88,4.12,CO,2024-04-05
407,sao miguel,-5.4667,-35.3667,88.57,73,13,11.86,BR,2024-04-05
408,leninskoye,41.7589,69.3864,49.71,78,100,9.37,KZ,2024-04-05
409,la tuque,47.4334,-72.7824,40.71,77,100,14.7,CA,2024-04-05
410,howrah,22.5892,88.3103,84.2,89,40,10.36,IN,2024-04-05
411,tangalle,6.024,80.7911,80.76,85,76,3.44,LK,2024-04-05
412,urengoy,65.9667,78.3667,34.56,99,100,15.73,RU,2024-04-05
413,makinsk,52.6292,70.4169,39.16,83,10,2.55,KZ,2024-04-05
414,cordoba,-31.4135,-64.1811,89.42,48,40,3.44,AR,2024-04-05
415,caidian,30.5833,114.0333,55.51,91,100,3.38,CN,2024-04-05
416,belyy yar,53.6039,91.3903,39.09,75,68,0.0,RU,2024-04-05
417,port hedland,-20.3167,118.5667,73.45,53,19,6.91,AU,2024-04-05
418,touros,-5.1989,-35.4608,85.12,70,8,9.86,BR,2024-04-05
419,fort st. john,56.2499,-120.8529,31.89,86,100,2.3,CA,2024-04-05
420,zinjibar,13.1287,45.3807,82.65,72,48,10.56,YE,2024-04-05
421,visby,57.6409,18.296,41.22,93,75,8.05,SE,2024-04-05
422,alesund,62.4723,6.1549,37.99,75,20,6.91,NO,2024-04-05
423,malmberget,67.1753,20.6549,16.36,73,20,8.05,SE,2024-04-05
424,calabozo,8.9242,-67.4293,97.63,33,99,5.66,VE,2024-04-05
425,hazorasp,41.3194,61.0742,53.44,49,78,9.4,UZ,2024-04-05
426,kurumkan,54.3,110.3,22.12,80,27,8.01,RU,2024-04-05
427,grand falls-windsor,48.9332,-55.6649,35.51,85,100,8.01,CA,2024-04-05
428,walvis bay,-22.9575,14.5053,61.09,71,91,16.89,NA,2024-04-05
429,qarauyl,48.9451,79.255,41.32,66,73,5.75,KZ,2024-04-05
430,shagonar,51.5333,92.8,35.64,88,34,2.42,RU,2024-04-05
431,tanabe,33.7333,135.3667,53.94,92,35,3.96,JP,2024-04-05
432,lazaro cardenas,17.9583,-102.2,83.32,37,1,10.36,MX,2024-04-05
433,ulladulla,-35.35,150.4667,63.77,93,100,22.44,AU,2024-04-05
434,challapata,-18.9,-66.7667,58.84,54,100,1.97,BO,2024-04-05
435,mutuali,-14.8706,37.0044,72.07,92,41,2.8,MZ,2024-04-05
436,timbuktu,16.7735,-3.0074,95.99,8,39,10.4,ML,2024-04-05
437,troitsko-pechorsk,62.7084,56.1964,15.69,72,76,10.0,RU,2024-04-05
438,loango,-4.6719,11.8312,83.86,84,20,4.61,CG,2024-04-05
439,coxen hole,16.3244,-86.5366,85.28,70,20,8.05,HN,2024-04-05
440,toppenish,46.3774,-120.3087,50.61,43,100,2.71,US,2024-04-05
441,itaituba,-4.2761,-55.9836,78.98,91,100,3.69,BR,2024-04-05
442,island harbour,50.724,-1.2758,57.22,83,100,5.01,GB,2024-04-05
443,krasnoturansk,54.3186,91.5639,44.24,75,97,3.0,RU,2024-04-05
444,south sioux city,42.4739,-96.4136,59.0,36,0,15.01,US,2024-04-05
445,ostrovskoye,57.8057,42.2433,28.08,55,14,7.05,RU,2024-04-05
446,vila franca do campo,37.7167,-25.4333,57.61,77,70,22.68,PT,2024-04-05
447,marsabit,2.3284,37.9899,67.24,87,100,8.14,KE,2024-04-05
448,karatas,36.582,35.3701,65.05,82,100,5.17,TR,2024-04-05
449,cidreira,-30.1811,-50.2056,71.19,77,100,10.71,BR,2024-04-05
450,tochio-honcho,37.4667,139.0,44.55,84,99,0.96,JP,2024-04-05
451,villa gesell,-37.2639,-56.973,70.05,62,0,15.21,AR,2024-04-05
452,ta`u,-14.2336,-169.5144,83.89,75,89,7.76,AS,2024-04-05
453,santa isabel,-23.3156,-46.2214,88.9,55,99,7.2,BR,2024-04-05
454,huambo,-12.7761,15.7392,64.33,92,100,7.2,AO,2024-04-05
455,strelka,58.0728,93.0344,34.65,100,100,2.24,RU,2024-04-05
456,ritchie,-29.038,24.6028,75.16,34,19,3.24,ZA,2024-04-05
457,acapulco de juarez,16.8634,-99.8901,80.42,74,20,9.22,MX,2024-04-05
458,kanker,20.2719,81.4931,86.11,22,0,3.6,IN,2024-04-05
459,sisimiut,66.9395,-53.6735,26.51,73,40,6.24,GL,2024-04-05
460,mvurwi,-17.0333,30.85,71.98,49,100,0.34,ZW,2024-04-05
461,chesapeake beach,38.6862,-76.5347,56.17,50,100,1.99,US,2024-04-05
462,mangai,-4.05,19.5333,71.4,95,100,2.71,CD,2024-04-05
463,itamaraca,-7.7478,-34.8256,86.05,71,1,9.66,BR,2024-04-05
464,calatayud,41.3535,-1.6432,67.68,37,100,5.7,ES,2024-04-05
465,selfoss,63.9331,-20.9971,34.05,49,100,8.03,IS,2024-04-05
466,tukzar,35.9483,66.4213,56.93,39,14,5.46,AF,2024-04-05
467,inderbor,48.55,51.7833,58.62,61,100,7.76,KZ,2024-04-05
468,nakonde,-9.3421,32.745,61.7,97,100,4.29,ZM,2024-04-05
469,argo,37.6333,22.7333,59.79,59,2,2.71,GR,2024-04-05
470,yeed,4.55,43.0333,87.06,52,93,6.04,SO,2024-04-05
471,colonia,50.9333,6.95,63.59,71,0,8.05,DE,2024-04-05
472,cooma,-36.2333,149.1333,51.84,90,100,11.72,AU,2024-04-05
473,longboat key,27.4125,-82.659,79.23,50,0,12.66,US,2024-04-05
474,port isabel,26.0734,-97.2086,83.01,50,0,19.57,US,2024-04-05
475,struga,41.1781,20.6761,57.22,67,20,9.22,MK,2024-04-05
476,murmashi,68.8154,32.8115,14.41,48,0,6.71,RU,2024-04-05
477,katsuura,35.1333,140.3,54.07,92,100,13.73,JP,2024-04-05
478,inirida,3.8653,-67.9239,82.76,85,100,1.39,CO,2024-04-05
479,koulamoutou,-1.1303,12.4736,75.2,93,100,1.54,GA,2024-04-05
480,quesnel,52.9999,-122.5029,43.48,41,5,6.17,CA,2024-04-05
481,farah,32.5,62.5,67.32,23,0,1.32,AF,2024-04-05
482,garoowe,8.4054,48.4845,77.23,67,5,16.87,SO,2024-04-05
483,lexington,37.9887,-84.4777,47.41,72,100,16.11,US,2024-04-05
484,plettenberg bay,-34.0527,23.3716,59.97,79,100,8.46,ZA,2024-04-05
485,taoudenni,22.6783,-3.9836,88.07,8,10,8.7,ML,2024-04-05
486,tangier,35.7806,-5.8137,67.35,83,0,12.66,MA,2024-04-05
487,labrador city,52.9463,-66.9114,37.18,56,100,5.01,CA,2024-04-05
488,lamu,-2.2717,40.902,82.92,78,100,8.99,KE,2024-04-05
489,koryazhma,61.3143,47.1691,22.91,77,0,1.45,RU,2024-04-05
490,baglung,28.2719,83.5898,63.25,35,100,6.85,NP,2024-04-05
491,allieres-et-risset,45.0993,5.6792,64.02,84,4,6.93,FR,2024-04-05
492,ugoofaaru,5.6667,73.0,85.28,75,100,4.63,MV,2024-04-05
493,kruisfontein,-34.0033,24.7314,59.88,75,100,5.12,ZA,2024-04-05
494,mili,6.0815,171.735,81.39,81,78,21.85,MH,2024-04-05
495,tezu,27.9167,96.1667,65.17,88,97,5.48,IN,2024-04-05
496,kineshma,57.4391,42.1289,28.33,59,10,6.85,RU,2024-04-05
497,oriximina,-1.7656,-55.8661,83.62,83,95,0.81,BR,2024-04-05
498,djougou,9.7085,1.666,91.44,31,100,3.24,BJ,2024-04-05
499,carloforte,39.145,8.3058,61.9,66,100,9.13,IT,2024-04-05
500,isangel,-19.55,169.2667,77.11,88,100,0.0,VU,2024-04-05
501,xihe,31.6864,113.4659,53.1,90,100,6.17,CN,2024-04-05
502,sao jose da coroa grande,-8.8978,-35.1478,83.34,72,100,9.55,BR,2024-04-05
503,robertsport,6.7533,-11.3686,79.86,89,100,4.36,LR,2024-04-05
504,okha,53.5739,142.9478,25.25,89,14,4.0,RU,2024-04-05
505,lefka,35.1106,32.8506,55.08,83,24,2.26,CY,2024-04-05
506,inari,68.906,27.0288,17.8,96,75,4.45,FI,2024-04-05
507,bonthe,7.5264,-12.505,80.46,82,80,8.05,SL,2024-04-05
508,piranhas,-16.4269,-51.8222,86.67,65,47,2.64,BR,2024-04-05
509,bamyan,34.75,67.25,24.22,73,7,1.45,AF,2024-04-05
510,klaksvik,62.2266,-6.589,36.52,57,100,25.08,FO,2024-04-05
511,praya,14.9215,-23.5087,82.94,42,20,10.36,CV,2024-04-05
512,obock,12.25,43.0833,73.49,73,15,13.87,DJ,2024-04-05
513,muborak,39.2553,65.1528,63.03,51,97,7.94,UZ,2024-04-05
514,carauari,-4.8828,-66.8958,82.99,90,100,2.95,BR,2024-04-05
515,ternate,0.8,127.4,79.9,87,88,6.08,ID,2024-04-05
516,polyarnyy,69.1989,33.4478,13.32,89,22,11.1,RU,2024-04-05
517,antsiranana,-12.2787,49.2917,79.86,85,29,12.12,MG,2024-04-05
518,copala,16.65,-98.9833,85.3,49,3,9.15,MX,2024-04-05
519,khandyga,62.6667,135.6,13.24,91,100,3.8,RU,2024-04-05
520,borogontsy,62.6683,131.1683,11.07,93,100,8.41,RU,2024-04-05
521,fiambala,-27.6871,-67.6149,75.33,48,13,12.33,AR,2024-04-05
522,mansa,29.9833,75.3833,72.39,16,0,8.32,IN,2024-04-05
523,akrehamn,59.2667,5.1833,38.41,93,75,8.05,NO,2024-04-05
524,ixtapa,20.7,-105.2,74.43,69,20,11.5,MX,2024-04-05
525,tuy hoa,13.0833,109.3,70.83,95,8,3.33,VN,2024-04-05
526,ust'-kut,56.7938,105.7672,16.43,97,100,3.0,RU,2024-04-05
527,rudbar,30.15,62.6,76.37,15,0,8.37,AF,2024-04-05
528,pisco,-13.7,-76.2167,80.65,61,0,20.71,PE,2024-04-05
529,camapua,-19.5314,-54.0439,89.33,51,100,2.28,BR,2024-04-05
530,ishigaki,24.3448,124.1572,73.54,89,100,7.43,JP,2024-04-05
531,pokhara,28.2333,83.9833,68.92,25,100,6.51,NP,2024-04-05
532,kuna,43.4918,-116.4201,39.18,95,40,10.36,US,2024-04-05
533,ilhabela,-23.7781,-45.3581,79.18,76,16,4.12,BR,2024-04-05
534,cadale,2.7603,46.3222,84.61,76,99,13.56,SO,2024-04-05
535,taza,34.25,-3.75,80.69,17,16,14.94,MA,2024-04-05
536,kalengwa,-13.4659,25.0027,65.88,92,99,1.74,ZM,2024-04-05
537,hochstadt an der aisch,49.7062,10.8133,64.85,59,100,7.0,DE,2024-04-05
538,smithers,54.7804,-127.1743,42.48,43,100,3.42,CA,2024-04-05
539,martapura,-3.4167,114.85,78.89,94,75,2.3,ID,2024-04-05
540,palmas,-10.2128,-48.3603,89.47,62,20,5.75,BR,2024-04-05
541,nogliki,51.8333,143.1667,23.34,90,5,5.01,RU,2024-04-05
542,bougouni,11.417,-7.479,95.9,26,34,1.74,ML,2024-04-05
543,arklow,52.7931,-6.1414,54.09,96,100,19.62,IE,2024-04-05
544,jacmel,18.2342,-72.5347,85.86,60,1,9.4,HT,2024-04-05
545,bonawon,9.134,122.9193,80.37,77,60,3.22,PH,2024-04-05
546,soio,-6.1349,12.3689,81.46,88,45,6.62,AO,2024-04-05
547,cromer,52.9312,1.2989,59.14,67,100,15.99,GB,2024-04-05
548,waingapu,-9.6567,120.2641,78.71,91,100,9.82,ID,2024-04-05
549,maintirano,-18.0667,44.0167,82.6,78,0,7.58,MG,2024-04-05
550,prado,-17.3411,-39.2208,82.63,66,0,10.16,BR,2024-04-05
551,st. paul,44.9444,-93.0933,56.93,36,0,6.91,US,2024-04-05
552,bembibre,42.6177,-6.4155,60.44,43,88,13.15,ES,2024-04-05
553,yarkovo,57.4028,67.0786,45.19,94,12,8.39,RU,2024-04-05
554,dunedin,-45.8742,170.5036,52.81,70,26,7.0,NZ,2024-04-05
555,hilo,19.7297,-155.09,75.09,83,20,8.05,US,2024-04-05
556,la passe,45.5549,-0.8967,70.03,77,99,11.97,FR,2024-04-05
557,lunglei,22.8833,92.7333,68.63,93,0,3.27,IN,2024-04-05
558,hozat,39.1083,39.2213,48.47,83,100,2.62,TR,2024-04-05
559,rongelap,11.1635,166.8941,80.8,76,7,20.4,MH,2024-04-05
560,bodo,67.28,14.405,29.77,58,40,8.05,NO,2024-04-05
561,amahai,-3.3333,128.9167,79.39,87,77,2.84,ID,2024-04-05
562,rio de janeiro,-22.9028,-43.2075,80.6,89,20,16.11,BR,2024-04-05
